data_distribution;tuple_size;bleaching_active;total_training_time;avg_in_sample_evaluation_time;total_in_sample_evaluation_time;avg_out_sample_evaluation_time;total_out_sample_evaluation_time;total_training_data;total_correct_training;percent_correct_training;total_approved_training;correctly_approved_training;wrongly_approved_training;percent_approved_correctly_training;total_reproved_training;correctly_reproved_training;wrongly_reproved_training;percent_reproved_correctly_training;total_test_data;total_correct_test;percent_correct_test;total_approved_test;correctly_approved_test;wrongly_approved_test;percent_approved_correctly_test;total_reproved_test;correctly_reproved_test;wrongly_reproved_test;percent_reproved_correctly_test;total_ties;ties_for_zeros;ties_for_ones
5/5;1;False;0.014840364456176758;0.0008515596389770507;0.008592844009399414;0.0008341374072262775;151.87149381637573;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;83750;0.4599879167353216;154341;67736;11715;0.4388723670314434;27729;16014;86605;0.5775181218219193;41438;6554;34884;
5/5;1;True;0.006455183029174805;0.0008690595626831054;0.008793115615844727;0.00117458210959429;213.85621786117554;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;108288;0.594760257043994;154341;98069;17510;0.6354047207158176;27729;10219;56272;0.36853114068303944;0;0;0;
5/5;2;False;0.004465579986572266;0.0005975723266601563;0.006018877029418945;0.0006043683508969731;110.03741693496704;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;98390;0.5403965507771736;154341;86153;15492;0.5581990527468398;27729;12237;68188;0.44130693497782103;28963;4523;24440;
5/5;2;True;0.004735231399536133;0.0006587982177734375;0.006633281707763672;0.0007588719171924333;138.16785049438477;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;114055;0.6264348876805624;154341;105528;19202;0.6837327735339281;27729;8527;48813;0.30751199105629484;0;0;0;
5/5;3;False;0.004061222076416016;0.0005165576934814453;0.0051953792572021484;0.0005278104663831487;96.09850597381592;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;89509;0.4916186082276048;154341;74386;12606;0.48195877958546335;27729;15123;79955;0.5453856972844314;37666;6086;31580;
5/5;3;True;0.004014730453491211;0.0005182504653930664;0.005213022232055664;0.0006641944341135227;120.9299213886261;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;110053;0.6044543307519086;154341;99895;17571;0.6472356664787711;27729;10158;54446;0.3663312777236828;3;0;3;
5/5;4;False;0.003706216812133789;0.00048174858093261717;0.004843950271606445;0.0005011749547808673;91.24897241592407;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;98700;0.5420991926182238;154341;86263;15292;0.5589117603229213;27729;12437;68078;0.4485196004183346;31138;4876;26262;
5/5;4;True;0.003929615020751953;0.0004973173141479492;0.0050182342529296875;0.0006073881427846395;110.58721208572388;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;112032;0.6153237765694514;154341;102809;18506;0.6661159380851491;27729;9223;51532;0.33261206678928196;41;5;36;
5/5;5;False;0.003651857376098633;0.00046155452728271487;0.0046482086181640625;0.00046754962249427335;85.12681150436401;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;89085;0.489289833580491;154341;74488;13132;0.4826196538832844;27729;14597;79853;0.5264163871758808;38034;5950;32084;
5/5;5;True;0.003750324249267578;0.00045194625854492185;0.004560708999633789;0.0005700859879716693;103.79563236236572;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;106544;0.5851815235898281;154341;96105;17290;0.6226796509028709;27729;10439;58236;0.3764650726676043;19;4;15;
5/5;6;False;0.003631591796875;0.0004439830780029297;0.004476785659790039;0.0004599170249540461;83.73714852333069;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;88400;0.48552754435107376;154341;73649;12978;0.47718363882571707;27729;14751;80692;0.5319701395650763;38199;6017;32182;
5/5;6;True;0.003793954849243164;0.0004491567611694336;0.004548311233520508;0.0005620903988977159;102.33984446525574;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;104955;0.5764541110561872;154341;94089;16863;0.6096176647812311;27729;10866;60252;0.39186411338310073;14;2;12;
5/5;7;False;0.0038204193115234375;0.0004735708236694336;0.004775524139404297;0.00043397310401211266;79.01384782791138;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;79793;0.4382545174932718;154341;63363;11299;0.41053900130231114;27729;16430;90978;0.5925204659381874;36548;5697;30851;
5/5;7;True;0.003814220428466797;0.0004462003707885742;0.004495382308959961;0.000525281930432037;95.63813328742981;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;98044;0.5384961827868402;154341;85855;15540;0.5562682631316371;27729;12189;68486;0.4395758952720978;489;76;413;
5/5;8;False;0.003554821014404297;0.0004099607467651367;0.004127979278564453;0.00046883631284215825;85.361083984375;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;95317;0.5235184269786346;154341;82299;14711;0.5332283709448559;27729;13018;72042;0.46947239352302644;35381;5597;29784;
5/5;8;True;0.0037457942962646484;0.00047457218170166016;0.004792451858520508;0.0005489418322901072;99.94590067863464;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;99349;0.5456637556983578;154341;87341;15721;0.5658962945685203;27729;12008;67000;0.43304843304843305;7;1;6;
5/5;9;False;0.003537893295288086;0.0004218339920043945;0.004280567169189453;0.0004221435550960604;76.85972690582275;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;71228;0.39121217114296697;154341;52411;8912;0.3395792433637206;27729;18817;101930;0.6786036279707166;41212;6534;34678;
5/5;9;True;0.0034685134887695312;0.0004159450531005859;0.0042231082916259766;0.0005145973577042116;93.6927797794342;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;93928;0.5158894930521228;154341;80522;14323;0.5217149040112479;27729;13406;73819;0.4834649644776227;1130;175;955;
5/5;10;False;0.003336191177368164;0.0004295825958251953;0.0043277740478515625;0.00042466728915268334;77.3192458152771;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;92893;0.5102048662602295;154341;80258;15094;0.5200044058286521;27729;12635;74083;0.455660139204443;41732;6163;35569;
5/5;10;True;0.003434896469116211;0.00041472911834716797;0.004210710525512695;0.0005267016517210486;95.89661073684692;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;111904;0.6146207502608887;154341;103176;19001;0.6684937897253485;27729;8728;51165;0.31476071982401094;1094;189;905;
5/5;20;False;0.003226757049560547;0.0003872394561767578;0.003917694091796875;0.00038303167794965576;69.73862075805664;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;66094;0.36301422529796235;154341;46739;8374;0.3028294490770437;27729;19355;107602;0.698005698005698;83820;12958;70862;
5/5;20;True;0.003143787384033203;0.00039234161376953123;0.003953695297241211;0.0005565548189299081;101.33198523521423;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;101821;0.5592409512824738;154341;90303;16211;0.5850875658444613;27729;11518;64038;0.4153774027191749;19710;3088;16622;
5/5;25;False;0.003370523452758789;0.0003742218017578125;0.0037806034088134766;0.00036594792934503;66.62819910049438;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;70590;0.3877080243862251;154341;53032;10171;0.34360280158869;27729;17558;101309;0.6331998990226838;69557;10486;59071;
5/5;25;True;0.003134489059448242;0.00037479400634765625;0.0037796497344970703;0.0004815778930294472;87.68094396591187;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;91466;0.5023672213983633;154341;78401;14664;0.5079726061124393;27729;13065;75940;0.4711673699015471;35493;5361;30132;
5/5;30;False;0.0032396316528320312;0.00036678314208984377;0.0037109851837158203;0.0003644062016989389;66.34747529029846;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;80059;0.43971549404075355;154341;64624;12294;0.41870922178811854;27729;15435;89717;0.5566374553716326;80502;12145;68357;
5/5;30;True;0.0036482810974121094;0.0003848552703857422;0.0038726329803466797;0.0004271333886900444;77.76821541786194;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;99369;0.5457736035590707;154341;87932;16292;0.5697254780000129;27729;11437;66409;0.4124562732157669;52567;8062;44505;
5/5;50;False;0.0030469894409179688;0.00035343170166015627;0.003565073013305664;0.00035327337009088207;64.32053089141846;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;36465;0.20028011204481794;154341;10779;2043;0.06983886329620775;27729;25686;143562;0.9263226225251542;161033;24520;136513;
5/5;50;True;0.0030455589294433594;0.0003457069396972656;0.0034999847412109375;0.00035543607160863974;64.71429443359375;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;36465;0.20028011204481794;154341;10779;2043;0.06983886329620775;27729;25686;143562;0.9263226225251542;161033;24520;136513;
5/5;100;False;0.003010988235473633;0.0003223419189453125;0.003254413604736328;0.00031578142848433607;57.494383811950684;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;27734;0.15232602845059592;154341;5;0;3.2395798912796985e-05;27729;27729;154336;1.0;182054;27729;154325;
5/5;100;True;0.0027887821197509766;0.0003103494644165039;0.0031363964080810547;0.0003213351134407453;58.50552725791931;10;10;1.0;5;5;0;1.0;5;5;0;1.0;182070;27734;0.15232602845059592;154341;5;0;3.2395798912796985e-05;27729;27729;154336;1.0;182054;27729;154325;
10/10;1;False;0.023651838302612305;0.000852203369140625;0.01708245277404785;0.0008351956398084009;152.05575561523438;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;66995;0.3679830825002746;154336;47458;8187;0.30749792660170017;27724;19537;106878;0.7046962920213533;49444;7424;42020;
10/10;1;True;0.012048006057739258;0.0009455680847167969;0.019243955612182617;0.001247198956491763;227.06512427330017;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;85367;0.4688948698231352;154336;69560;11917;0.45070495542193656;27724;15807;84776;0.5701558216707546;0;0;0;
10/10;2;False;0.008562326431274414;0.0006001591682434082;0.012049198150634766;0.0005984714669499255;108.95776653289795;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;70453;0.3869768208282984;154336;51014;8285;0.33053856520837654;27724;19439;103322;0.7011614485644208;47253;7263;39990;
10/10;2;True;0.008765220642089844;0.0006654262542724609;0.013348817825317383;0.0008318080268796167;151.4390377998352;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;91340;0.5017027353619686;154336;76605;12989;0.4963521148662658;27724;14735;77731;0.5314889626316549;0;0;0;
10/10;3;False;0.007561445236206055;0.0005154132843017579;0.010344743728637695;0.000517833175258978;94.27676510810852;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;75261;0.41338569702295946;154336;57869;10332;0.37495464441219156;27724;17392;96467;0.6273265041119608;44178;6704;37474;
10/10;3;True;0.00774073600769043;0.000563967227935791;0.011313676834106445;0.000692419735766971;126.06200838088989;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;93652;0.5144018455454246;154336;79984;14056;0.5182459050383579;27724;13668;74352;0.4930024527485211;0;0;0;
10/10;4;False;0.007387876510620117;0.0004910945892333985;0.009871244430541992;0.0004740020632416445;86.29685688018799;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;85077;0.4673019883554872;154336;69775;12422;0.45209801990462367;27724;15302;84561;0.5519405569181937;43101;6442;36659;
10/10;4;True;0.007322072982788086;0.0005274653434753418;0.010587692260742188;0.0006234560473258844;113.50670051574707;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;101985;0.5601724706140833;154336;90193;15932;0.584393790172092;27724;11792;64143;0.42533544943009666;0;0;0;
10/10;5;False;0.0068929195404052734;0.00044491291046142576;0.008930444717407227;0.0004496470108459667;81.86278176307678;20;19;0.95;10;9;0;0.9;10;10;1;1.0;182060;63004;0.34606173788860817;154336;42728;7448;0.2768505079825834;27724;20276;111608;0.7313518972731208;39112;5980;33132;
10/10;5;True;0.0070247650146484375;0.0004829525947570801;0.009690999984741211;0.0005747675856404104;104.64224123954773;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;77658;0.4265516862572778;154336;60364;10430;0.39112067178104915;27724;17294;93972;0.6237916606550281;0;0;0;
10/10;6;False;0.00674128532409668;0.0004324793815612793;0.008678197860717773;0.00042849061620847006;78.01104378700256;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;68192;0.37455783807535975;154336;48922;8454;0.31698372382334644;27724;19270;105414;0.6950656470927716;41397;6220;35177;
10/10;6;True;0.0067942142486572266;0.0004304647445678711;0.008649110794067383;0.0005409713657324254;98.48929381370544;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;81640;0.44842359661650005;154336;65116;11200;0.42191063653327804;27724;16524;89220;0.5960178906362719;0;0;0;
10/10;7;False;0.006864786148071289;0.00042754411697387695;0.008597135543823242;0.0004169939704403882;75.91796493530273;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;67060;0.3683401076568164;154336;47755;8419;0.3094222993987145;27724;19305;106581;0.6963280911845332;39067;5808;33259;
10/10;7;True;0.0066852569580078125;0.0004191875457763672;0.008408546447753906;0.0005166000263331867;94.05225253105164;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;80470;0.44199714379874766;154336;64038;11292;0.4149258760107817;27724;16432;90298;0.5926994661664984;0;0;0;
10/10;8;False;0.006540536880493164;0.00040898323059082033;0.008219242095947266;0.0004073604704010268;74.16408944129944;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;81346;0.4468087443699879;154336;64836;11214;0.4200964130209413;27724;16510;89500;0.5955129129995672;38926;5969;32957;
10/10;8;True;0.0066928863525390625;0.00041205883026123046;0.00827932357788086;0.0004978439512716916;90.63751554489136;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;88276;0.48487311875205974;154336;73191;12639;0.4742315467551317;27724;15085;81145;0.5441134035492714;0;0;0;
10/10;9;False;0.0064280033111572266;0.0004001140594482422;0.008031129837036133;0.00039677505347540936;72.23691725730896;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;61609;0.33839942875974954;154336;40428;6543;0.2619479577026747;27724;21181;113908;0.7639950945029578;36960;5659;31301;
10/10;9;True;0.006494760513305664;0.00040378570556640623;0.008112192153930664;0.00048327190226727;87.9845380783081;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;73336;0.40281225969460616;154336;54621;9009;0.3539096516690856;27724;18715;99715;0.6750468907805511;0;0;0;
10/10;10;False;0.0064775943756103516;0.0003927111625671387;0.007886171340942383;0.00039230436594109346;71.42298889160156;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;75922;0.4170163682302538;154336;58409;10211;0.37845350404312667;27724;17513;95927;0.6316909536863368;41674;6392;35282;
10/10;10;True;0.006375551223754883;0.00039714574813842773;0.007979154586791992;0.0004934621815837033;89.83976793289185;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;90537;0.49729210150499836;154336;76218;13405;0.493844598797429;27724;14319;78118;0.5164839128552878;3;1;2;
10/10;20;False;0.006231546401977539;0.0003742337226867676;0.007779121398925781;0.00036883952394234246;67.15096712112427;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;65061;0.3573602109194771;154336;44920;7583;0.29105328633630523;27724;20141;109416;0.7264824700620401;51055;7886;43169;
10/10;20;True;0.006274700164794922;0.0003735542297363281;0.007498979568481445;0.0004992051293767967;90.88534021377563;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;90105;0.4949192573876744;154336;75515;13134;0.48928960190752646;27724;14590;78821;0.5262588371086423;2437;402;2035;
10/10;25;False;0.0059278011322021484;0.0003591299057006836;0.007212638854980469;0.00035451650619506837;64.5433259010315;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;60094;0.3300779962649676;154336;39462;7092;0.255688886585113;27724;20632;114874;0.7441927571778965;73027;11120;61907;
10/10;25;True;0.006058931350708008;0.000362706184387207;0.0072972774505615234;0.000498957054098792;90.84017133712769;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;95157;0.5226683510930462;154336;82256;14823;0.532967032967033;27724;12901;72080;0.4653368922233444;20568;3119;17449;
10/10;30;False;0.005990505218505859;0.0003602027893066406;0.007228374481201172;0.00035476951589692257;64.5893862247467;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;66940;0.36768098429089313;154336;47948;8732;0.3106728177482894;27724;18992;106388;0.6850382340210648;64175;9736;54439;
10/10;30;True;0.005905866622924805;0.00035412311553955077;0.0071218013763427734;0.00043900673119403444;79.9256112575531;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;87428;0.4802153136328683;154336;72889;13185;0.4722747771096828;27724;14539;81447;0.5244192757177897;33237;5088;28149;
10/10;50;False;0.006056785583496094;0.00035272836685180665;0.007081270217895508;0.00035111501454442696;63.92404294013977;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;44293;0.24328792705701416;154336;20120;3551;0.13036491810076717;27724;24173;134216;0.8719160294329823;144668;22237;122431;
10/10;50;True;0.0059566497802734375;0.00035125017166137695;0.007048845291137695;0.00035433429918956536;64.51014590263367;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;44293;0.24328792705701416;154336;20120;3551;0.13036491810076717;27724;24173;134216;0.8719160294329823;144668;22237;122431;
10/10;100;False;0.005586385726928711;0.000307464599609375;0.0061833858489990234;0.0003091243561919962;56.27922773361206;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;27770;0.15253213226408877;154336;55;9;0.0003563653327804271;27724;27715;154281;0.9996753715192613;181980;27712;154268;
10/10;100;True;0.005549430847167969;0.00031796693801879885;0.006392002105712891;0.0003065699039678397;55.81416606903076;20;20;1.0;10;10;0;1.0;10;10;0;1.0;182060;27770;0.15253213226408877;154336;55;9;0.0003563653327804271;27724;27715;154281;0.9996753715192613;181980;27712;154268;
20/20;1;False;0.04702472686767578;0.0008465766906738282;0.03392291069030762;0.0008386870893219805;152.674640417099;40;34;0.85;20;14;0;0.7;20;20;6;1.0;182040;65778;0.3613381674357284;154326;45851;7787;0.29710483003512045;27714;19927;108475;0.7190228765245003;73234;11349;61885;
20/20;1;True;0.023252487182617188;0.0013563215732574462;0.05429267883300781;0.0015349773843585462;279.42737579345703;40;37;0.925;20;18;1;0.9;20;19;2;0.95;182040;88167;0.48432762030323007;154326;72964;12511;0.4727913637365058;27714;15203;81362;0.5485675110052681;0;0;0;
20/20;2;False;0.016952991485595703;0.0006084382534027099;0.02438831329345703;0.000605850525149616;110.28907251358032;40;34;0.85;20;14;0;0.7;20;20;6;1.0;182040;66410;0.3648099318831026;154326;46903;8207;0.30392156862745096;27714;19507;107423;0.7038680811142383;65362;9972;55390;
20/20;2;True;0.017781496047973633;0.0008798122406005859;0.03524303436279297;0.0009720262656550281;176.9477241039276;40;36;0.9;20;18;2;0.9;20;18;2;0.9;182040;88814;0.4878817842232476;154326;73835;12735;0.4784352604227415;27714;14979;80491;0.5404849534531284;0;0;0;
20/20;3;False;0.015418291091918945;0.0005258500576019287;0.021074295043945312;0.0005192775080372176;94.52933144569397;40;35;0.875;20;15;0;0.75;20;20;5;1.0;182040;68818;0.3780377938914524;154326;49612;8508;0.3214753184816557;27714;19206;104714;0.6930071444035506;63456;9790;53666;
20/20;3;True;0.01597428321838379;0.0007083714008331299;0.02838611602783203;0.0007953817714468198;144.79136443138123;40;38;0.95;20;18;0;0.9;20;20;2;1.0;182040;92149;0.506201933640958;154326;78049;13614;0.5057410935292822;27714;14100;76277;0.5087681316302229;0;0;0;
20/20;4;False;0.01430058479309082;0.0004807412624359131;0.01928567886352539;0.00047860007526009615;87.12441062927246;40;37;0.925;20;17;0;0.85;20;20;3;1.0;182040;62312;0.34229839595693257;154326;41745;7147;0.27049881419851485;27714;20567;112581;0.7421158981020423;60658;9386;51272;
20/20;4;True;0.014538764953613281;0.000588303804397583;0.02358269691467285;0.0006983580248247422;127.12916088104248;40;37;0.925;20;19;2;0.95;20;18;1;0.9;182040;89531;0.49182047901560094;154326;74872;13055;0.48515480217202545;27714;14659;79454;0.5289384426643574;0;0;0;
20/20;5;False;0.013971805572509766;0.0004566013813018799;0.018307209014892578;0.0004520829720330537;82.29722738265991;40;36;0.9;20;16;0;0.8;20;20;4;1.0;182040;59446;0.32655460338387166;154326;38027;6295;0.24640695670204632;27714;21419;116299;0.7728584830771451;60471;9583;50888;
20/20;5;True;0.01422429084777832;0.0005314767360687256;0.02129840850830078;0.0006461268989522754;117.62100553512573;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;83809;0.46038782685124147;154326;67774;11679;0.43916125604240375;27714;16035;86552;0.5785884390560727;0;0;0;
20/20;6;False;0.01368403434753418;0.00043619275093078615;0.01750016212463379;0.0004379426390489257;79.72312593460083;40;38;0.95;20;18;0;0.9;20;20;2;1.0;182040;67943;0.37323115798725554;154326;48632;8403;0.31512512473594856;27714;19311;105694;0.696795843256116;54608;8370;46238;
20/20;6;True;0.014123201370239258;0.00048235058784484863;0.01934337615966797;0.0005800235784857961;105.58754277229309;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;88607;0.48674467150076905;154326;73570;12677;0.47671811619558596;27714;15037;80756;0.5425777585335931;0;0;0;
20/20;7;False;0.013029098510742188;0.000412064790725708;0.016527652740478516;0.0004223859118933312;76.89118552207947;40;38;0.95;20;18;0;0.9;20;20;2;1.0;182040;73179;0.40199406723796965;154326;54717;9252;0.35455464406516074;27714;18462;99609;0.6661615068196579;53820;8384;45436;
20/20;7;True;0.013298749923706055;0.0004537045955657959;0.018194913864135742;0.0005654253152354003;102.93008255958557;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;93364;0.5128762909250714;154326;79215;13565;0.5132965281287664;27714;14149;75111;0.5105361910947536;0;0;0;
20/20;8;False;0.013015508651733398;0.00043001770973205566;0.017251014709472656;0.0004285729250994862;78.01746106147766;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;82230;0.4517139090309822;154326;65474;10958;0.4242577401086013;27714;16756;88852;0.6046041711770225;52205;8053;44152;
20/20;8;True;0.013393163681030273;0.0004402518272399902;0.017651796340942383;0.0005577554862018837;101.53385496139526;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;99655;0.5474346297517029;154326;86685;14744;0.5617005559659423;27714;12970;67641;0.46799451540737536;0;0;0;
20/20;9;False;0.01291799545288086;0.0004072308540344238;0.016335248947143555;0.0004129546248134847;75.17431688308716;40;39;0.975;20;19;0;0.95;20;20;1;1.0;182040;75185;0.41301362337947706;154326;57090;9619;0.36993118463512303;27714;18095;97236;0.6529191022587861;50382;7806;42576;
20/20;9;True;0.013041496276855469;0.0004269897937774658;0.017131328582763672;0.0005345508806576076;97.30968904495239;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;87735;0.48195451549110085;154326;72259;12238;0.4682231121133186;27714;15476;82067;0.5584181280219384;0;0;0;
20/20;10;False;0.013207674026489258;0.00041277408599853515;0.016557693481445312;0.0004169644483810623;75.90426087379456;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;79649;0.4375357064381455;154326;62947;11012;0.40788331195002786;27714;16702;91379;0.6026556974814173;46042;6876;39166;
20/20;10;True;0.012959957122802734;0.00041768550872802737;0.016760826110839844;0.0005210467693020396;94.8514051437378;40;40;1.0;20;20;0;1.0;20;20;0;1.0;182040;96552;0.5303889255108767;154326;83574;14736;0.5415419307180903;27714;12978;70752;0.4682831781770946;0;0;0;
